order_id,user_id,order_date,item_id,item_price,qty,city,payment_type,order_status
o1100,u446,2023-10-16 22:50:00,i3,1527.51,5,Mumbai,card,returned
o1101,u326,2023-04-18 18:40:00,i60,1963.46,3,Delhi,netbanking,delivered
o1102,u276,2023-09-23 22:16:00,i161,1592.45,5,Chennai,cash,delivered
o1103,u333,2023-12-28 07:28:00,i51,668.73,1,Ahmedabad,cash,delivered
o1104,u41,2023-04-16 14:19:00,i151,559.99,2,Hyderabad,cash,delivered
o1105,u320,2023-05-21 05:39:00,i108,256.24,5,Pune,cash,delivered
o1106,u181,2023-05-19 07:19:00,i179,1510.3,3,Delhi,card,delivered
o1107,u473,2023-08-07 14:02:00,i70,1113.61,1,Kolkata,netbanking,delivered
o1108,u9,2023-01-08 09:50:00,i200,1748.34,1,Delhi,upi,delivered
o1109,u172,2023-07-30 15:23:00,i40,140.7,3,Ahmedabad,card,delivered
o1110,u62,2023-05-22 02:56:00,i73,11.42,2,Hyderabad,cash,cancelled
o1111,u323,2023-08-09 16:01:00,i178,1615.91,1,Delhi,upi,delivered
o1112,u26,2023-11-20 20:23:00,i13,1371.8,4,Kolkata,card,delivered
o1113,u22,2023-11-16 07:39:00,i176,470.15,1,Bangalore,card,cancelled
o1114,u352,2023-07-01 13:22:00,i67,58.04,3,Kolkata,cash,delivered
o1115,u432,2023-05-14 19:54:00,i117,1391.34,3,Kolkata,card,delivered
o1116,u73,2023-03-19 02:43:00,i79,183.17,1,Chennai,cash,delivered
o1117,u442,2023-08-27 13:36:00,i47,182.8,5,Ahmedabad,netbanking,cancelled
o1118,u116,2023-04-19 08:32:00,i63,705.95,3,Kolkata,cash,cancelled
o1119,u286,2023-10-29 07:06:00,i41,866.97,3,Hyderabad,card,delivered
o1120,u302,2023-09-16 02:55:00,i194,245.42,1,Kolkata,cash,delivered
o1121,u15,2023-06-08 18:03:00,i54,967.18,5,Bangalore,cash,delivered
o1122,u93,2023-12-26 15:46:00,i59,1315.48,2,Ahmedabad,netbanking,delivered
o1123,u458,2023-04-05 07:16:00,i168,103.51,2,Ahmedabad,netbanking,delivered
o1124,u465,2023-07-24 18:33:00,i10,1487.51,4,Kolkata,netbanking,delivered
o1125,u219,2023-07-17 02:07:00,i5,1758.04,4,Ahmedabad,card,delivered
o1126,u372,2023-12-19 11:28:00,i86,940.15,2,Bangalore,upi,cancelled
o1127,u333,2023-09-07 01:54:00,i135,229.71,3,Mumbai,cash,delivered
o1128,u374,2023-11-14 15:52:00,i126,1028.0,4,Delhi,netbanking,delivered
o1129,u291,2023-01-30 21:51:00,i188,13.44,1,Kolkata,card,cancelled
o1130,u135,2023-09-08 03:51:00,i148,531.76,3,Chennai,card,delivered
o1131,u118,2023-09-19 20:04:00,i172,611.82,2,Hyderabad,cash,delivered
o1132,u213,2023-05-14 00:46:00,i177,940.27,1,Pune,upi,delivered
o1133,u354,2023-10-07 03:48:00,i39,1926.24,1,Delhi,cash,delivered
o1134,u360,2023-07-23 23:57:00,i66,274.86,2,Bangalore,netbanking,delivered
o1135,u490,2023-02-21 02:18:00,i110,1618.24,2,Delhi,netbanking,delivered
o1136,u69,2023-09-26 19:58:00,i145,1748.21,3,Pune,netbanking,delivered
o1137,u300,2023-01-04 03:05:00,i25,1704.67,2,Chennai,cash,delivered
o1138,u14,2023-02-22 14:01:00,i126,901.79,1,Kolkata,cash,delivered
o1139,u126,2023-01-10 14:49:00,i182,1383.86,5,Chennai,card,delivered
o1140,u441,2023-09-22 21:56:00,i43,1011.23,2,Mumbai,card,delivered
o1141,u10,2023-03-30 22:35:00,i158,562.87,5,Bangalore,upi,delivered
o1142,u36,2023-04-16 06:19:00,i65,1001.34,4,Bangalore,netbanking,delivered
o1143,u124,2023-05-16 04:11:00,i196,1617.16,5,Bangalore,netbanking,delivered
o1144,u68,2023-04-12 21:11:00,i1,1642.6,5,Kolkata,cash,delivered
o1145,u71,2023-04-26 17:52:00,i9,781.32,4,Ahmedabad,cash,delivered
o1146,u72,2023-08-19 04:11:00,i124,1218.51,1,Bangalore,netbanking,delivered
o1147,u465,2023-05-08 09:11:00,i192,1879.62,2,Chennai,card,delivered
o1148,u441,2023-12-03 04:12:00,i102,1594.29,5,Hyderabad,card,delivered
o1149,u146,2023-12-27 01:23:00,i163,1855.48,3,Ahmedabad,cash,delivered
o1150,u259,2023-08-31 09:53:00,i169,989.65,2,Chennai,netbanking,cancelled
o1151,u79,2023-04-20 02:04:00,i144,1516.6,2,Pune,card,delivered
o1152,u472,2023-10-26 16:23:00,i92,464.6,1,Pune,card,delivered
o1153,u194,2023-12-23 15:32:00,i64,1007.14,5,Pune,netbanking,delivered
o1154,u352,2023-06-10 01:49:00,i100,241.73,5,Mumbai,card,delivered
o1155,u23,2023-02-08 14:57:00,i4,1948.85,2,Kolkata,card,cancelled
o1156,u403,2023-12-27 10:53:00,i25,603.95,3,Chennai,card,delivered
o1157,u231,2023-07-31 18:16:00,i133,1987.26,1,Bangalore,upi,delivered
o1158,u305,2023-07-03 16:28:00,i124,1206.19,1,Bangalore,cash,delivered
o1159,u64,2023-05-11 05:47:00,i70,419.93,5,Pune,upi,delivered
o1160,u240,2023-02-12 07:19:00,i34,841.08,1,Kolkata,cash,delivered
o1161,u423,2023-12-08 22:17:00,i5,637.17,3,Mumbai,card,delivered
o1162,u270,2023-09-16 08:22:00,i40,1846.39,2,Bangalore,netbanking,returned
o1163,u27,2023-07-07 14:50:00,i185,1715.72,2,Bangalore,netbanking,delivered
o1164,u396,2023-03-19 19:07:00,i73,174.16,3,Pune,upi,delivered
o1165,u247,2023-07-12 16:46:00,i42,1313.22,3,Ahmedabad,upi,delivered
o1166,u152,2023-10-07 20:14:00,i26,214.91,1,Bangalore,upi,cancelled
o1167,u6,2023-04-06 13:06:00,i65,493.32,4,Kolkata,upi,delivered
o1168,u481,2023-05-03 04:28:00,i183,1801.34,3,Bangalore,netbanking,delivered
o1169,u230,2023-06-27 08:48:00,i140,1655.98,3,Bangalore,card,delivered
o1170,u362,2023-08-12 20:12:00,i43,396.89,5,Chennai,card,delivered
o1171,u149,2023-12-01 18:42:00,i78,392.77,1,Ahmedabad,netbanking,delivered
o1172,u132,2023-03-10 21:59:00,i15,1448.13,4,Hyderabad,cash,delivered
o1173,u68,2023-12-02 14:31:00,i50,520.99,5,Kolkata,cash,delivered
o1174,u81,2023-11-17 06:25:00,i35,1224.0,4,Delhi,cash,delivered
o1175,u428,2023-09-15 03:25:00,i115,1118.51,1,Ahmedabad,netbanking,delivered
o1176,u61,2023-07-20 16:04:00,i55,952.75,4,Pune,card,delivered
o1177,u312,2023-07-29 18:16:00,i34,936.61,1,Delhi,netbanking,returned
o1178,u276,2023-02-08 16:54:00,i96,950.59,4,Kolkata,card,delivered
o1179,u169,2023-06-27 10:06:00,i199,667.5,5,Hyderabad,netbanking,cancelled
o1180,u391,2023-02-14 14:17:00,i169,514.31,1,Kolkata,upi,delivered
o1181,u56,2023-09-03 19:54:00,i31,1682.79,2,Kolkata,cash,delivered
o1182,u359,2023-12-28 20:23:00,i53,1763.75,5,Pune,netbanking,cancelled
o1183,u329,2023-04-17 08:06:00,i129,1530.68,3,Pune,netbanking,delivered
o1184,u233,2023-10-21 18:58:00,i160,116.42,5,Pune,card,delivered
o1185,u160,2023-10-27 07:03:00,i48,90.77,2,Kolkata,cash,delivered
o1186,u358,2023-05-10 05:51:00,i10,323.61,1,Ahmedabad,card,delivered
o1187,u171,2023-10-27 02:58:00,i40,432.89,4,Ahmedabad,netbanking,delivered
o1188,u138,2023-05-07 16:14:00,i105,1579.75,4,Kolkata,cash,delivered
o1189,u217,2023-06-14 19:27:00,i72,1695.16,2,Bangalore,netbanking,delivered
o1190,u6,2023-08-27 14:04:00,i51,969.49,3,Delhi,cash,delivered
o1191,u16,2023-06-19 19:17:00,i131,847.72,1,Pune,card,delivered
o1192,u99,2023-11-14 04:20:00,i106,1421.55,5,Chennai,card,delivered
o1193,u497,2023-05-21 07:24:00,i115,488.74,1,Hyderabad,cash,delivered
o1194,u229,2023-02-12 16:06:00,i10,275.47,5,Pune,cash,delivered
o1195,u416,2023-11-13 11:36:00,i31,1707.96,4,Hyderabad,card,delivered
o1196,u286,2023-08-20 02:13:00,i171,146.26,2,Mumbai,cash,delivered
o1197,u440,2023-12-29 22:24:00,i66,1432.55,4,Hyderabad,netbanking,delivered
o1198,u91,2023-07-18 20:59:00,i142,1201.95,2,Kolkata,netbanking,delivered
o1199,u321,2023-06-11 02:48:00,i2,736.16,4,Pune,card,delivered
o1200,u97,2023-11-30 10:04:00,i89,951.25,1,Pune,netbanking,delivered
o1201,u289,2023-04-04 12:10:00,i23,1141.73,5,Ahmedabad,cash,delivered
o1202,u382,2023-09-05 21:33:00,i29,1169.83,2,Pune,card,delivered
o1203,u395,2023-01-03 23:46:00,i156,167.35,1,Ahmedabad,netbanking,delivered
o1204,u272,2023-07-10 15:21:00,i117,1265.86,5,Mumbai,card,delivered
o1205,u41,2023-08-14 18:27:00,i14,1146.12,5,Pune,card,delivered
o1206,u369,2023-04-28 13:15:00,i129,1431.71,5,Bangalore,netbanking,delivered
o1207,u213,2023-10-27 09:10:00,i97,1117.42,2,Bangalore,card,delivered
o1208,u476,2023-07-26 06:01:00,i155,1561.56,2,Pune,upi,delivered
o1209,u3,2023-06-05 11:17:00,i91,217.28,3,Delhi,netbanking,delivered
o1210,u326,2023-02-16 13:10:00,i73,1783.52,2,Kolkata,cash,delivered
o1211,u223,2023-12-06 18:27:00,i94,527.27,2,Hyderabad,netbanking,cancelled
o1212,u378,2023-08-29 08:08:00,i10,1467.75,2,Chennai,cash,delivered
o1213,u218,2023-10-11 20:46:00,i152,1231.78,1,Chennai,cash,delivered
o1214,u148,2023-05-22 07:41:00,i118,658.87,3,Pune,card,delivered
o1215,u152,2023-05-27 17:15:00,i41,1056.98,1,Hyderabad,card,delivered
o1216,u133,2023-10-05 19:39:00,i148,14.58,3,Ahmedabad,netbanking,delivered
o1217,u234,2023-11-01 03:10:00,i47,776.37,3,Kolkata,cash,cancelled
o1218,u20,2023-01-24 17:15:00,i112,678.15,4,Ahmedabad,card,delivered
o1219,u383,2023-03-16 14:27:00,i117,1806.49,5,Bangalore,netbanking,delivered
o1220,u499,2023-03-20 21:15:00,i172,102.77,3,Chennai,upi,cancelled
o1221,u216,2023-03-01 06:23:00,i117,1341.06,2,Ahmedabad,netbanking,returned
o1222,u99,2023-10-18 02:48:00,i78,1798.8,3,Mumbai,card,delivered
o1223,u387,2023-01-26 10:36:00,i158,889.74,5,Bangalore,upi,delivered
o1224,u31,2023-03-13 09:41:00,i136,1061.96,3,Bangalore,upi,delivered
o1225,u261,2023-08-12 05:08:00,i40,895.4,5,Chennai,netbanking,delivered
o1226,u490,2023-12-27 10:38:00,i26,1682.88,3,Ahmedabad,cash,delivered
o1227,u369,2023-07-10 01:30:00,i199,1209.75,1,Ahmedabad,cash,delivered
o1228,u341,2023-07-13 04:23:00,i186,1002.73,3,Delhi,netbanking,delivered
o1229,u315,2023-11-18 05:27:00,i178,1691.68,3,Bangalore,card,delivered
o1230,u145,2023-08-16 20:12:00,i161,132.09,1,Hyderabad,cash,delivered
o1231,u29,2023-01-27 20:23:00,i123,1003.93,2,Mumbai,upi,delivered
o1232,u102,2023-08-04 18:04:00,i25,1621.28,1,Kolkata,card,delivered
o1233,u312,2023-12-08 05:42:00,i18,1895.76,2,Ahmedabad,card,cancelled
o1234,u466,2023-10-30 02:37:00,i92,1306.26,2,Mumbai,card,delivered
o1235,u386,2023-05-14 20:01:00,i25,250.86,4,Chennai,cash,delivered
o1236,u292,2023-04-15 16:13:00,i133,1652.79,5,Pune,upi,delivered
o1237,u237,2023-10-19 00:26:00,i42,572.68,2,Delhi,card,delivered
o1238,u280,2023-01-21 08:52:00,i7,1288.36,2,Ahmedabad,upi,delivered
o1239,u141,2023-05-17 19:05:00,i35,154.9,4,Kolkata,cash,delivered
o1240,u27,2023-11-27 15:38:00,i66,443.15,4,Mumbai,cash,delivered
o1241,u430,2023-05-01 17:43:00,i162,1500.62,4,Pune,upi,delivered
o1242,u240,2023-08-11 11:55:00,i62,1478.09,1,Mumbai,card,delivered
o1243,u120,2023-05-13 14:49:00,i140,1483.51,1,Pune,netbanking,delivered
o1244,u486,2023-03-15 00:03:00,i92,855.15,5,Ahmedabad,card,delivered
o1245,u198,2023-07-03 21:57:00,i160,204.53,5,Delhi,cash,delivered
o1246,u240,2023-03-23 21:16:00,i77,131.39,3,Hyderabad,upi,delivered
o1247,u471,2023-03-11 06:35:00,i38,1262.85,2,Pune,netbanking,delivered
o1248,u380,2023-02-07 17:36:00,i82,42.98,4,Chennai,cash,delivered
o1249,u29,2023-12-18 08:59:00,i142,1877.38,4,Hyderabad,card,delivered
o1250,u68,2023-10-31 12:42:00,i21,27.11,1,Bangalore,netbanking,delivered
o1251,u228,2023-10-02 01:10:00,i57,801.53,2,Hyderabad,netbanking,delivered
o1252,u265,2023-08-17 12:58:00,i168,1088.68,5,Pune,cash,cancelled
o1253,u258,2023-03-11 07:21:00,i102,770.73,3,Pune,cash,delivered
o1254,u99,2023-07-01 15:39:00,i190,167.23,4,Kolkata,cash,cancelled
o1255,u95,2023-02-28 21:54:00,i97,49.04,3,Mumbai,netbanking,delivered
o1256,u246,2023-10-02 14:02:00,i145,1645.36,2,Mumbai,upi,delivered
o1257,u64,2023-11-22 06:54:00,i39,193.76,4,Chennai,netbanking,delivered
o1258,u133,2023-04-09 02:33:00,i31,430.11,3,Chennai,cash,delivered
o1259,u365,2023-02-27 09:23:00,i38,445.39,5,Ahmedabad,netbanking,delivered
o1260,u420,2023-06-21 15:03:00,i90,1785.92,2,Chennai,netbanking,returned
o1261,u43,2023-10-15 07:28:00,i82,1719.62,5,Hyderabad,upi,delivered
o1262,u117,2023-09-29 00:38:00,i105,564.75,5,Chennai,card,delivered
o1263,u291,2023-04-11 00:17:00,i144,432.08,5,Kolkata,upi,delivered
o1264,u225,2023-07-06 05:07:00,i194,330.03,2,Ahmedabad,upi,cancelled
o1265,u144,2023-07-11 11:30:00,i131,1550.61,2,Pune,upi,delivered
o1266,u126,2023-11-20 07:44:00,i177,1348.63,3,Mumbai,card,delivered
o1267,u444,2023-03-29 21:36:00,i177,1701.39,5,Mumbai,upi,delivered
o1268,u60,2023-02-10 17:52:00,i23,1731.86,3,Bangalore,card,delivered
o1269,u156,2023-06-25 03:35:00,i19,91.14,5,Mumbai,cash,delivered
o1270,u229,2023-10-07 00:53:00,i191,628.23,2,Hyderabad,card,delivered
o1271,u3,2023-11-16 06:53:00,i184,1277.4,4,Kolkata,cash,returned
o1272,u436,2023-12-27 10:42:00,i51,1716.34,2,Ahmedabad,upi,delivered
o1273,u234,2023-06-01 04:44:00,i106,208.43,2,Delhi,upi,delivered
o1274,u150,2023-08-27 10:45:00,i82,1575.79,4,Hyderabad,netbanking,delivered
o1275,u322,2023-01-14 11:35:00,i190,1810.1,2,Chennai,upi,delivered
o1276,u176,2023-02-04 12:31:00,i47,893.35,2,Delhi,cash,cancelled
o1277,u363,2023-07-17 17:55:00,i36,1989.62,4,Bangalore,netbanking,delivered
o1278,u265,2023-05-17 17:55:00,i117,1620.72,5,Hyderabad,cash,delivered
o1279,u403,2023-11-04 10:47:00,i13,1397.89,4,Ahmedabad,card,delivered
o1280,u287,2023-12-03 14:47:00,i188,1027.5,2,Mumbai,netbanking,delivered
o1281,u307,2023-10-18 06:38:00,i86,1393.54,4,Kolkata,netbanking,delivered
o1282,u474,2023-05-08 00:34:00,i184,1781.26,1,Ahmedabad,upi,delivered
o1283,u7,2023-07-29 06:43:00,i190,1524.61,2,Pune,card,delivered
o1284,u316,2023-05-11 14:40:00,i63,1182.59,4,Delhi,upi,delivered
o1285,u375,2023-06-04 02:06:00,i34,295.37,2,Bangalore,netbanking,delivered
o1286,u331,2023-09-10 18:41:00,i150,1264.91,2,Hyderabad,upi,delivered
o1287,u425,2023-06-18 08:36:00,i138,510.8,3,Mumbai,upi,delivered
o1288,u213,2023-05-17 07:58:00,i158,603.38,4,Kolkata,cash,delivered
o1289,u119,2023-04-23 22:37:00,i125,1774.06,4,Mumbai,cash,delivered
o1290,u366,2023-12-18 18:58:00,i127,1044.73,4,Pune,upi,delivered
o1291,u128,2023-01-05 17:28:00,i81,189.88,3,Pune,netbanking,delivered
o1292,u489,2023-09-19 10:06:00,i49,886.65,5,Ahmedabad,upi,delivered
o1293,u252,2023-02-15 22:53:00,i7,1908.34,3,Kolkata,cash,delivered
o1294,u218,2023-10-20 00:31:00,i54,730.02,3,Pune,card,delivered
o1295,u244,2023-08-19 20:40:00,i75,316.63,1,Ahmedabad,cash,cancelled
o1296,u168,2023-07-22 16:47:00,i197,895.8,1,Chennai,card,returned
o1297,u329,2023-06-11 14:41:00,i32,663.19,3,Kolkata,netbanking,cancelled
o1298,u446,2023-05-02 16:43:00,i53,1189.86,5,Hyderabad,upi,delivered
o1299,u173,2023-02-16 23:22:00,i53,1966.07,5,Hyderabad,cash,delivered
o1300,u328,2023-03-20 15:44:00,i178,1866.88,5,Bangalore,upi,delivered
o1301,u456,2023-04-07 18:26:00,i85,1387.39,3,Ahmedabad,cash,delivered
o1302,u316,2023-11-21 02:49:00,i27,1108.31,1,Mumbai,upi,delivered
o1303,u264,2023-01-11 13:40:00,i185,1593.31,3,Chennai,netbanking,delivered
o1304,u136,2023-09-17 14:00:00,i55,838.89,2,Kolkata,netbanking,delivered
o1305,u402,2023-05-25 22:40:00,i62,72.57,2,Kolkata,upi,delivered
o1306,u294,2023-10-19 09:05:00,i133,1719.04,3,Delhi,card,delivered
o1307,u383,2023-03-19 19:28:00,i181,1269.01,4,Delhi,cash,delivered
o1308,u396,2023-06-11 03:00:00,i37,1551.92,5,Kolkata,netbanking,cancelled
o1309,u5,2023-09-29 00:19:00,i113,1486.35,1,Mumbai,netbanking,delivered
o1310,u284,2023-07-17 17:28:00,i122,1930.6,2,Chennai,upi,returned
o1311,u77,2023-03-07 01:28:00,i101,1307.95,2,Kolkata,card,delivered
o1312,u78,2023-10-29 01:21:00,i170,190.04,1,Hyderabad,card,delivered
o1313,u307,2023-09-19 15:28:00,i180,1465.37,3,Kolkata,upi,delivered
o1314,u112,2023-09-27 10:35:00,i191,975.44,4,Chennai,cash,delivered
o1315,u411,2023-09-14 14:58:00,i129,1693.51,2,Bangalore,upi,delivered
o1316,u115,2023-07-04 20:22:00,i176,1033.31,5,Hyderabad,netbanking,delivered
o1317,u228,2023-03-20 19:06:00,i146,1265.81,3,Delhi,cash,returned
o1318,u265,2023-09-16 12:39:00,i128,736.22,1,Ahmedabad,upi,delivered
o1319,u148,2023-06-20 06:59:00,i107,49.05,3,Delhi,netbanking,delivered
o1320,u147,2023-11-01 14:03:00,i50,449.31,4,Pune,upi,cancelled
o1321,u387,2023-01-14 02:48:00,i150,688.29,2,Delhi,card,delivered
o1322,u154,2023-12-07 18:52:00,i145,1636.9,1,Hyderabad,card,delivered
o1323,u201,2023-10-15 20:24:00,i65,1594.49,4,Chennai,cash,delivered
o1324,u117,2023-09-29 09:05:00,i187,1035.69,5,Ahmedabad,cash,delivered
o1325,u214,2023-07-04 09:35:00,i30,1159.95,3,Delhi,cash,delivered
o1326,u17,2023-01-06 02:27:00,i194,1372.47,1,Ahmedabad,cash,delivered
o1327,u328,2023-03-26 21:35:00,i126,1070.69,2,Hyderabad,card,delivered
o1328,u400,2023-03-30 09:45:00,i156,865.21,3,Pune,netbanking,delivered
o1329,u102,2023-12-14 23:24:00,i85,567.07,2,Chennai,cash,delivered
o1330,u219,2023-07-31 06:19:00,i181,596.71,4,Ahmedabad,cash,delivered
o1331,u105,2023-12-10 20:26:00,i77,743.38,1,Mumbai,cash,cancelled
o1332,u276,2023-02-21 13:11:00,i39,543.8,2,Delhi,card,delivered
o1333,u464,2023-04-11 10:34:00,i3,1819.69,3,Hyderabad,cash,delivered
o1334,u282,2023-11-10 01:42:00,i187,1919.51,3,Pune,card,delivered
o1335,u472,2023-11-09 23:29:00,i48,1754.9,1,Hyderabad,cash,delivered
o1336,u226,2023-12-05 16:31:00,i12,699.42,3,Mumbai,upi,delivered
o1337,u141,2023-12-29 13:11:00,i76,993.15,5,Ahmedabad,upi,delivered
o1338,u256,2023-02-11 15:42:00,i19,306.16,3,Hyderabad,cash,delivered
o1339,u382,2023-06-23 12:22:00,i138,1838.25,1,Ahmedabad,cash,cancelled
o1340,u407,2023-12-31 20:31:00,i185,306.28,2,Pune,upi,delivered
o1341,u348,2023-08-19 21:28:00,i149,1345.51,3,Kolkata,upi,delivered
o1342,u487,2023-05-02 00:04:00,i158,137.97,4,Pune,upi,delivered
o1343,u72,2023-04-07 20:42:00,i98,1997.06,5,Ahmedabad,cash,cancelled
o1344,u390,2023-05-18 06:50:00,i59,1550.14,4,Pune,netbanking,delivered
o1345,u81,2023-07-04 06:37:00,i29,1777.26,2,Delhi,card,delivered
o1346,u214,2023-10-19 16:56:00,i108,1255.32,5,Kolkata,cash,delivered
o1347,u153,2023-03-30 09:33:00,i96,1990.97,5,Hyderabad,cash,delivered
o1348,u4,2023-02-03 02:44:00,i17,1398.09,3,Delhi,netbanking,returned
o1349,u249,2023-11-03 09:02:00,i155,1876.56,5,Mumbai,cash,delivered
o1350,u449,2023-09-03 16:04:00,i54,936.29,3,Kolkata,upi,delivered
o1351,u166,2023-04-13 09:44:00,i54,613.79,1,Bangalore,card,cancelled
o1352,u306,2023-02-07 20:31:00,i79,1132.2,1,Mumbai,card,delivered
o1353,u191,2023-07-18 10:12:00,i3,1668.91,2,Kolkata,card,delivered
o1354,u383,2023-06-19 16:31:00,i151,924.09,3,Ahmedabad,card,delivered
o1355,u70,2023-04-11 02:28:00,i7,1426.78,2,Ahmedabad,cash,returned
o1356,u370,2023-01-19 13:35:00,i166,1234.92,3,Pune,card,cancelled
o1357,u108,2023-12-05 17:07:00,i150,1898.64,5,Bangalore,card,cancelled
o1358,u396,2023-02-12 17:47:00,i163,650.4,4,Bangalore,netbanking,returned
o1359,u84,2023-11-07 04:57:00,i145,84.63,4,Mumbai,upi,delivered
o1360,u37,2023-12-31 14:26:00,i159,571.9,2,Ahmedabad,upi,delivered
o1361,u426,2023-08-16 20:06:00,i143,210.14,4,Ahmedabad,upi,cancelled
o1362,u409,2023-09-22 02:37:00,i168,793.38,2,Chennai,cash,delivered
o1363,u231,2023-12-25 09:11:00,i43,1888.37,3,Ahmedabad,card,delivered
o1364,u440,2023-05-10 02:44:00,i154,1130.58,1,Delhi,cash,delivered
o1365,u393,2023-06-18 18:49:00,i69,1506.65,3,Kolkata,cash,delivered
o1366,u283,2023-08-03 12:24:00,i91,1611.88,4,Kolkata,cash,delivered
o1367,u310,2023-07-09 18:30:00,i190,1351.89,2,Delhi,card,delivered
o1368,u171,2023-11-01 13:40:00,i44,921.13,2,Chennai,card,delivered
o1369,u2,2023-02-02 22:36:00,i137,1883.07,2,Chennai,cash,delivered
o1370,u91,2023-12-31 11:53:00,i40,1905.49,4,Pune,cash,delivered
o1371,u20,2023-02-28 23:33:00,i158,350.27,4,Chennai,netbanking,delivered
o1372,u44,2023-09-26 14:10:00,i83,1277.49,4,Hyderabad,card,delivered
o1373,u289,2023-11-29 16:29:00,i178,88.81,2,Chennai,upi,delivered
o1374,u352,2023-10-03 08:21:00,i144,98.51,2,Bangalore,cash,delivered
o1375,u169,2023-07-12 22:18:00,i1,725.95,3,Chennai,netbanking,delivered
o1376,u460,2023-05-13 09:45:00,i89,1412.29,2,Ahmedabad,upi,cancelled
o1377,u455,2023-06-21 06:18:00,i40,735.81,1,Ahmedabad,upi,delivered
o1378,u35,2023-09-24 13:56:00,i77,1925.11,4,Delhi,netbanking,cancelled
o1379,u9,2023-12-01 12:54:00,i111,57.15,2,Pune,cash,delivered
o1380,u405,2023-10-05 15:39:00,i17,1839.65,1,Pune,cash,delivered
o1381,u46,2023-11-04 21:55:00,i3,1407.61,2,Delhi,cash,delivered
o1382,u181,2023-01-17 12:20:00,i177,1198.4,1,Hyderabad,upi,delivered
o1383,u135,2023-12-28 18:00:00,i98,119.07,2,Bangalore,netbanking,cancelled
o1384,u427,2023-07-24 16:19:00,i169,1797.02,1,Chennai,card,delivered
o1385,u275,2023-04-21 20:00:00,i34,1690.45,3,Delhi,netbanking,delivered
o1386,u106,2023-11-18 06:44:00,i90,814.93,1,Chennai,cash,delivered
o1387,u136,2023-02-06 17:13:00,i130,1133.14,4,Kolkata,cash,delivered
o1388,u197,2023-06-20 02:56:00,i6,862.76,3,Kolkata,card,cancelled
o1389,u190,2023-04-08 02:37:00,i167,1614.23,2,Chennai,upi,delivered
o1390,u11,2023-09-07 09:13:00,i184,1495.56,1,Delhi,upi,delivered
o1391,u135,2023-10-01 22:54:00,i192,1455.42,2,Pune,cash,returned
o1392,u349,2023-11-10 07:32:00,i41,71.05,4,Pune,card,delivered
o1393,u267,2023-05-11 16:00:00,i49,1256.66,3,Chennai,cash,returned
o1394,u23,2023-03-19 10:56:00,i108,684.93,3,Chennai,upi,cancelled
o1395,u293,2023-06-01 00:11:00,i59,1103.19,2,Pune,upi,delivered
o1396,u431,2023-07-27 04:57:00,i147,1667.43,4,Bangalore,card,delivered
o1397,u415,2023-06-10 17:38:00,i27,1136.21,3,Pune,card,delivered
o1398,u387,2023-11-20 09:36:00,i111,1065.44,2,Chennai,card,delivered
o1399,u480,2023-05-02 02:10:00,i192,15.76,3,Bangalore,cash,delivered
o1400,u75,2023-01-05 04:34:00,i136,43.03,4,Chennai,cash,delivered
o1401,u218,2023-01-11 00:43:00,i122,1422.18,5,Hyderabad,netbanking,delivered
o1402,u217,2023-01-07 15:18:00,i85,1741.91,2,Hyderabad,upi,delivered
o1403,u106,2023-03-14 14:08:00,i53,630.16,4,Kolkata,cash,delivered
o1404,u444,2023-05-24 17:54:00,i74,1408.78,2,Mumbai,card,cancelled
o1405,u462,2023-12-04 07:13:00,i110,239.22,2,Chennai,upi,delivered
o1406,u201,2023-06-26 05:16:00,i148,1679.69,1,Ahmedabad,cash,cancelled
o1407,u488,2023-06-23 23:37:00,i70,740.23,1,Pune,netbanking,delivered
o1408,u168,2023-07-14 13:18:00,i151,1298.87,4,Chennai,card,delivered
o1409,u363,2023-07-14 05:28:00,i144,1401.25,1,Delhi,card,delivered
o1410,u449,2023-03-05 15:03:00,i155,406.16,1,Kolkata,netbanking,returned
o1411,u22,2023-05-25 01:36:00,i147,796.83,2,Ahmedabad,card,delivered
o1412,u236,2023-04-02 21:01:00,i11,1775.37,4,Pune,netbanking,delivered
o1413,u419,2023-02-22 05:10:00,i11,526.73,5,Chennai,upi,delivered
o1414,u99,2023-10-17 18:24:00,i41,1179.38,4,Hyderabad,card,delivered
o1415,u79,2023-04-09 02:17:00,i109,177.04,4,Kolkata,cash,delivered
o1416,u414,2023-11-30 01:23:00,i122,1616.27,4,Chennai,cash,delivered
o1417,u2,2023-04-12 17:18:00,i50,1994.07,2,Ahmedabad,upi,delivered
o1418,u442,2023-10-21 05:54:00,i47,1389.85,3,Pune,cash,delivered
o1419,u487,2023-09-26 23:02:00,i101,710.43,4,Bangalore,cash,returned
o1420,u323,2023-01-07 04:30:00,i90,1028.33,2,Pune,netbanking,delivered
o1421,u359,2023-10-04 03:17:00,i23,99.14,4,Hyderabad,upi,delivered
o1422,u280,2023-03-09 13:05:00,i92,270.33,2,Bangalore,upi,delivered
o1423,u455,2023-11-20 06:51:00,i25,1399.96,3,Delhi,upi,delivered
o1424,u219,2023-12-20 02:43:00,i3,1541.95,4,Delhi,card,delivered
o1425,u496,2023-09-12 19:07:00,i75,1689.61,3,Ahmedabad,card,cancelled
o1426,u232,2023-06-25 01:10:00,i180,1353.72,4,Ahmedabad,cash,delivered
